Simulation started at Fri Apr 19 12:56:51 2019

0,99,7.78838,3.57435,128
0,98,3.17244,1.00754
0,97,8.83664,1.63053,133
0,96,2.77726,3.80504
0,95,3.23679,5.31045,123
0,94,2.62696,5.67611,111
0,93,6.1119,6.35035
0,92,9.82021,0.526424
0,91,4.13939,1.36749
0,90,2.01043,4.60902
0,89,6.57516,9.15527
0,88,7.74679,3.33589
0,87,1.66822,4.57167
0,86,6.92455,5.35889
0,85,4.74119,3.50581
0,84,8.27934,7.06547
0,83,4.95433,3.31864,135
0,82,0.356379,1.24209
0,81,4.85631,9.59358,137
0,80,9.89382,3.61034
0,79,1.48454,1.43163
0,78,3.17664,7.6642,131
0,77,0.434438,6.51578
0,76,8.81195,5.42901
0,75,3.39652,9.97286,120
0,74,6.56941,7.62619
0,73,7.24099,7.35038,139
0,72,2.45163,3.95945,115
0,71,6.78656,1.90315
0,70,3.45281,9.72242
0,69,9.79195,5.49671
0,68,2.21207,8.63434
0,67,0.0390902,1.01862
0,66,5.71962,3.68473
0,65,4.52182,4.66563,126
0,64,7.02385,8.6693
0,63,3.5352,2.24379,132
0,62,9.81805,3.10718
0,61,2.24489,3.40442
0,60,8.41552,7.72041
0,59,3.63171,5.72462
0,58,2.52274,3.40818,122
0,57,3.00054,2.95086,112
0,56,2.08469,1.56636
0,55,5.45504,0.856484
0,54,7.94452,8.31393,116
0,53,5.37438,3.00074
0,52,6.7885,3.06172,138
0,51,6.78054,6.74759
0,50,0.734021,8.18776
0,49,3.53935,3.67211
0,48,7.90475,8.8978
0,47,9.23147,8.75353
0,46,9.89629,9.13984,134
0,45,8.41075,7.67294
0,44,7.34808,5.85342
0,43,3.95438,1.4039
0,42,4.60112,2.19918
0,41,7.64392,2.03856,129
0,40,8.52648,3.59704
0,39,7.60963,5.13926
0,38,1.80123,3.49867,119
0,37,9.54439,5.97731,118
0,36,7.25993,3.46433
0,35,5.46674,8.81657,114
0,34,1.35156,4.54274
0,33,3.16842,4.99603
0,32,9.24272,7.98028,124
0,31,3.39419,8.38125
0,30,2.08265,8.87774,125
0,29,7.65725,4.42397
0,28,1.25137,1.28952,127
0,27,5.42455,7.39295
0,26,7.91795,4.9201
0,25,5.76174,3.99789
0,24,4.49552,8.35422
0,23,9.76268,1.7796
0,22,7.77466,7.51587
0,21,7.54976,4.61797,121
0,20,6.92356,6.25061
0,19,4.93874,0.970056
0,18,1.44854,0.0238443,113
0,17,7.68242,8.26867,117
0,16,6.05524,0.666561
0,15,3.36358,6.71428
0,14,7.1745,8.85457
0,13,2.23708,8.72067
0,12,7.024,4.52956
0,11,2.86952,7.29566
0,10,5.7063,0.0782814
0,9,9.07313,6.5148
0,8,3.42526,4.1482,110
0,7,7.79372,3.36045,136
0,6,9.28593,0.197524
0,5,5.83744,0.309722
0,4,0.741007,3.2985,130
0,3,5.28652,7.88493
0,2,9.75149,6.61561
0,1,5.94324,5.15358
0,0,7.26249,9.15339
1,99,7.00942,3.17018,128
1,98,0,3.9055
1,97,9.06916,0.765536,133
1,96,0,4.05058
1,95,2.3125,5.05787,123
1,94,2.29422,0.736561,111
1,93,6.82497,7.06465
1,92,10,4.08723
1,91,4.24258,0.326507
1,90,0,6.39779
1,89,6.84345,10
1,88,10,0.21604
1,87,1.07769,5.50975
1,86,9.49195,1.20598
1,85,5.73591,2.99323
1,84,9.80011,2.17988
1,83,4.60476,4.10147,135
1,82,0,1.25425
1,81,5.53014,10,137
1,80,5.07295,5.03482
1,79,0.470225,1.12534
1,78,6.89126,4.248,131
1,77,0.260641,5.37235
1,76,5.93199,9.58571
1,75,4.32703,9.69896,120
1,74,2.56722,4.80472
1,73,7.65703,8.23627,139
1,72,0,7.88603,115
1,71,6.85979,0.841698
1,70,0,9.29173
1,69,10,4.61961
1,68,0,10
1,67,0.143919,0
1,66,7.15149,8.48428
1,65,3.6564,4.88718,126
1,64,7.95389,10
1,63,2.70155,2.88677,132
1,62,10,6.97632
1,61,2.13732,2.28097
1,60,4.1924,5.21061
1,59,4.17997,4.87347
1,58,3.07601,0,122
1,57,3.88864,2.89291,112
1,56,6.36024,0
1,55,6.1632,0.485215
1,54,10,4.78655,116
1,53,5.61434,2.07758
1,52,10,0,138
1,51,6.18557,7.52531
1,50,0,10
1,49,4.57149,4.18502
1,48,9.98494,4.38746
1,47,8.7817,7.82728
1,46,7.54344,4.53933,134
1,45,7.91504,6.63896
1,44,5.62117,10
1,43,2.84369,1.13771
1,42,3.11169,6.77592
1,41,7.91449,1.09513,129
1,40,10,0
1,39,6.57382,4.83477
1,38,6.15653,6.0984,119
1,37,9.84392,7.09898,118
1,36,10,7.60832
1,35,5.11162,9.90825,114
1,34,0,9.43583
1,33,3.15415,5.99451
1,32,6.59206,10,124
1,31,2.70764,9.17827
1,30,0,6.6513,125
1,29,8.20999,3.57148
1,28,1.93254,0,127
1,27,5.56511,8.26234
1,26,5.15982,9.23964
1,25,6.78932,3.8799
1,24,2.61128,10
1,23,9.17705,2.54927
1,22,8.5832,10
1,21,7.20123,3.48796,121
1,20,10,2.5719
1,19,4.07242,1.23847
1,18,0,1.08751,113
1,17,6.781,7.83084,117
1,16,2.67765,4.33318
1,15,4.43346,6.74057
1,14,10,10
1,13,2.38493,9.52898
1,12,10,0.819613
1,11,3.97367,7.1505
1,10,1.01131,0
1,9,8.50524,7.34727
1,8,8.30681,3.28806,110
1,7,7.38397,2.50844,136
1,6,10,4.82975
1,5,5.86827,1.32385
1,4,0,6.42889,130
1,3,5.08336,6.64757
1,2,9.27825,1.59652
1,1,5.37884,4.3009
1,0,7.66179,4.12782
2,99,6.54081,3.91217,128
2,98,4.92061,3.82158
2,97,9.72668,0.157304,133
2,96,0,2.74753
2,95,3.2352,5.31619,123
2,94,0,0,111
2,93,6.40868,7.98411
2,92,10,0
2,91,4.86564,1.16679
2,90,3.14219,10
2,89,7.87605,9.93101
2,88,6.90768,3.90493
2,87,0,5.60969
2,86,10,0
2,85,6.82698,3.24171
2,84,10,5.77998
2,83,3.74777,4.12607,135
2,82,0,5.49435
2,81,6.00991,9.09981,137
2,80,3.71747,0.1941
2,79,0,1.29688
2,78,3.91002,8.31998,131
2,77,0,4.29056
2,76,1.00311,8.45502
2,75,4.8112,10,120
2,74,0,6.1067
2,73,7.80819,7.26929,139
2,72,0,10,115
2,71,6.27573,0
2,70,4.25031,6.79705
2,69,10,5.66567
2,68,0,10
2,67,0,0.597578
2,66,10,10
2,65,4.54404,4.78648,126
2,64,10,10
2,63,1.89539,2.20964,132
2,62,6.68675,3.21652
2,61,2.04739,3.40597
2,60,0,3.18589
2,59,3.72783,5.77934
2,58,0,0,122
2,57,3.73438,3.76942,112
2,56,2.71465,3.40176
2,55,6.75851,0
2,54,10,9.05843,116
2,53,5.22322,2.94754
2,52,10,3.01557,138
2,51,6.36203,6.56214
2,50,0,10
2,49,4.32515,5.31095
2,48,5.14229,5.49161
2,47,8.4411,8.79899
2,46,10,6.71055,134
2,45,7.52676,7.71789
2,44,3.72496,10
2,43,1.7231,1.35853
2,42,0,9.00139
2,41,6.95134,0.906392,129
2,40,8.75946,0
2,39,7.38063,4.11737
2,38,1.22769,4.90099,119
2,37,9.62151,8.23845,118
2,36,10,2.99025
2,35,5.48883,8.824,114
2,34,5.08897,9.16412
2,33,2.84398,6.94371
2,32,4.71551,5.46583,124
2,31,3.5896,8.60491
2,30,0,3.88618,125
2,29,7.54372,2.80445
2,28,6.55534,1.72546,127
2,27,6.41918,8.04749
2,26,10,10
2,25,7.81797,3.98813
2,24,0,8.6883
2,23,9.20053,1.58241
2,22,10,10
2,21,8.3112,3.08006,121
2,20,10,0
2,19,3.99637,2.14222
2,18,0,3.37048,113
2,17,7.71554,7.46907,117
2,16,0.0125287,8.54618
2,15,5.41174,6.30664
2,14,10,8.38231
2,13,1.83944,10
2,12,7.94461,0
2,11,2.90295,7.45673
2,10,0,4.27661
2,9,9.37956,7.84833
2,8,10,7.05824,110
2,7,8.1714,1.9852,136
2,6,5.02328,4.70846
2,5,5.36594,0.442336
2,4,0,10,130
2,3,3.83023,6.69251
2,2,6.94259,0
2,1,5.41541,5.3228
2,0,8.13968,0
3,99,7.08851,4.59785,128
3,98,9.80814,4.39741
3,97,9.02273,0,133
3,96,2.95254,0
3,95,3.95185,5.9522,123
3,94,1.30836,4.77473,111
3,93,6.98332,8.81387
3,92,8.54003,0
3,91,4.2043,0.356288
3,90,0,7.35536
3,89,7.77817,10
3,88,5.67774,8.55871
3,87,1.10559,5.68954
3,86,5.91833,0
3,85,6.90603,2.1255
3,84,7.21455,1.48778
3,83,3.80069,4.98177,135
3,82,0,2.23599
3,81,5.02504,8.8342,137
3,80,0,0
3,79,0,2.3435
3,78,0,9.41923,131
3,77,0,4.45291
3,76,4.66241,4.96477
3,75,4.68843,9.03782,120
3,74,0,9.60536
3,73,6.83205,7.19819,139
3,72,0,10,115
3,71,7.288,0.327648
3,70,7.63338,3.21329
3,69,10,6.60936
3,68,0,7.94541
3,67,0.85172,1.38637
3,66,10,10
3,65,4.45291,3.89781,126
3,64,10,5.62624
3,63,0.970631,2.71286,132
3,62,10,2.95603
3,61,3.00094,2.80226
3,60,0,2.76794
